|main_law|draft|category_law|reading|initiators|committee|link_to_votes|url
608|О добровольной легализации и амнистии активов физических лиц|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10829/22 от 31.05.22|Комитетом по бюджету, экономической и фискальной политике, Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164216_06-04-2023 01-31 Голосование 14.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
609|О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере добровольного декларирования и амнистии активов физических лиц|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10829/22 от 31.05.22|Комитетом по бюджету, экономической и фискальной политике, Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164321_06-04-2023 01-32 Голосование 15.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
610|О местной государственной администрации и органах местного самоуправления», О статусе столицы»)»|О проекте Закона|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в законы|вносится на первое чтение|инициаторы – депутаты Акаев Ж.К., Алимжанова Н.Я., Алимжанов Ф.А., Айдарбеков Ч.А., Исираилов А.А., Молдобекова Г.С,Жамгырчиев Э.Э, вх. № 6-262/23 от 12.01.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164351_06-04-2023 02-25 Голосование 16.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
611|О медиации|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-641/23 от 18.01.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша, Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164513_06-04-2023 02-30 Голосование 17.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
612|О государственном регулировании внешнеторговой деятельности|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-24505/22 от 08.12.2022|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164615_06-04-2023 02-43 Голосование 18.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
613|О стратегическом планировании в Кыргызской Республике|О проекте Закона|Empty|вносится на первое чтение|инициаторы – депутаты Айжигитов С.А., Кадырбеков Н.К., Мамасадыков З.Д., Раимбачаева В.К., Ашимова Д.А., Шакиев Н.Т., Маматалиев М.А., Толонов Д.Э., Темирбаева М.О., Малиев А.К., Нурбаев Ж.П., Ажибаев Ч.И., Айдарова А.А., Алимжанова Н.Я., Абдибаева А. Н., Маткеримов А.Т., Исатбек кызы А., Жакышов Р.Ш., Жамгырчиев Э.Э., Сарбагышев М.К., вх. № 6-23940/22 от 01.12.2022|Комитетом по бюджету, экономической и фискальной политике, Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию, Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша, Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по социальной политике, Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164634_06-04-2023 03-15 Голосование 20.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
614|О местной государственной администрации и органах местного самоуправления|О внесении изменения в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициаторы – депутаты Айжигитов С.А., Сарбагышев М.К., вх. № 6-23943/22 от 01.12.2022|Комитетом по бюджету, экономической и фискальной политике, Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164654_06-04-2023 03-16 Голосование 21.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
615|О Кабинете Министров Кыргызской Республики|О внесении изменения в конституционный Закон Кыргызской Республики|О проекте  Закона Кыргызской Республики|вносится на первое чтение|инициатор – депутат Айжигитов С.А., вх. № 6-23941/22 от 01.12.2022|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423164813_06-04-2023 03-18 Голосование 22.pdf|http://kenesh.kg/ru/article/show/10485/zakonoproekti-rassmotrennie-6-aprelya-2023-goda-i-vnesennie-na-golosovanie
616|О ратификации Четвертого протокола о внесении изменений в Устав Организации Договора о коллективной безопасности от 7 октября 2002 года, подписанного 26 августа 2022 года|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-638/23 от 18.01.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423161659_05-04-2023 11-09 Голосование 5.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
617|Устойчивое к климату водоснабжение в Кыргызской Республике» и Грантового соглашения между Кыргызской Республикой и Европейским банком реконструкции и развития по проекту Устойчивое к климату водоснабжение» в Кыргызской Республике, подписанных 8 июля 2022 года в городе Лондон»|О проекте Закона|О ратификации Кредитного соглашения между Кыргызской Республикой и Европейским банком реконструкции и развития по проекту|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-26173/22 от 29.12.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423161736_05-04-2023 12-45 Голосование 9.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
618|О внесении изменения в Жилищный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на второе чтение|инициаторы – депутаты Бекешев Д.Д., Атамбаев С.А., Акаев Ж.К., Абиров Ж.Б., вх. № 6-14532/22 от 30.06.2022|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423161756_05-04-2023 02-42 Голосование 10.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
619|О приватизации государственной собственности в Кыргызской Республике|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-24009/22 от 01.12.2022|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423161832_05-04-2023 03-52 Голосование 11.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
620|О государственном пенсионном социальном страховании|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-18953/22 от 26.09.2022|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423161907_05-04-2023 04-12 Голосование 13.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
621|О присоединении Кыргызской Республики к Конвенции о международном порядке взыскания алиментов на детей и других форм содержания семьи, принятой в Гааге 23 ноября 2007 года|О проекте закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-1510/23 от 01.02.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423161931_05-04-2023 05-33 Голосование 15.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
622|О внесении изменения в Уголовный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на третье чтение|инициаторы – депутаттар Ташиев Ш.К., Маткеримов А.Т., вх. № 6-23333/22 от 23.11.2022|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423162008_05-04-2023 05-51 Голосование 16.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
623|Об электронной торговле|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-1831/23 от 07.02.2023|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/82/060423162022_05-04-2023 06-10 Голосование 20.pdf|http://kenesh.kg/ru/article/show/10483/zakonoproekti-rassmotrennie-5-aprelya-2023-goda-i-vnesennie-na-golosovanie
624|О  внесении   изменений   в   некоторые   законодательные  акты Кыргызской Республики в сфере налогообложения|Об      проекте   Закона|Empty|вносится на второе чтение|инициаторы – депутаты Маматалиев М.А., Төлөнов Д.Э., вх. № 6-9787/22 от 20.05.2022, Джумабеков Д.А., Мураталиев М.М., Молдобекова Г.С., вх.№ 6-22100/22 от 03.11.2022 и Председатель Кабинета Министров, вх, № 6-23122/22 от 18.11.22|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323191727_16-03-2023 03-35 Голосование 10.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
625|О  внесении   изменений   в   некоторые   законодательные  акты Кыргызской Республики в сфере налогообложения|Об      проекте   Закона|Empty|вносится на третье чтение|инициаторы – депутаты Маматалиев М.А., Төлөнов Д.Э., вх. № 6-9787/22 от 20.05.2022, Джумабеков Д.А., Мураталиев М.М., Молдобекова Г.С., вх.№ 6-22100/22 от 03.11.2022 и Председатель Кабинета Министров, вх, № 6-23122/22 от 18.11.22|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323191748_16-03-2023 03-36 Голосование 11.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
626|Кумтор Голд Компани с момента перехода в собственность Кыргызской Республики, образованной постановлениями Жогорку Кенеша Кыргызской Республики от 28 сентября 2022 года № 494-VII и от 8 декабря 2022 года № 719-VII|. О Заключении временной депутатской комиссии по изучению добычи и реализации золота, деятельности Закрытого акционерного общества|Empty|NO|NO|NO|http://kenesh.kg//uploads/media/default/0001/80/160323191801_16-03-2023 05-48 Голосование 16.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
627|О работе депутатов Жогорку Кенеша Кыргызской Республики с избирателями|О проекте постановления Жогорку Кенеша|Empty|NO|NO|NO|http://kenesh.kg//uploads/media/default/0001/80/160323191816_16-03-2023 05-52 Голосование 17.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
628|О статусе депутата Жогорку Кенеша Кыргызской Республики, возвращенного с возражением Президента Кыргызской Республики|Об образовании согласительной группы для выработки согласованного варианта конституционного Закона Кыргызской Республики|О проекте постановления Жогорку Кенеша|NO|инициаторы законопроекта – депутаты VI созыва и депутаты VII созыва Мажитова Ш., Маматалиев М.А., Сыдыков М.Ж., Түлөбаев Б.З., Лурова Л.Х., Исатбек кызы А., Сыдыгалиев Н.Ө., Ормонов У.З., Ашимова Д.А., Сулайманов А.Т., Шакиев Н.Т., Сулайманов К.К., Исираилов А.А., Коргонбай уулу Ж., Абиров Ж.Б., Ханджеза К.Л., Атажанов Ы.Ы., Ражабалиев Н.А., Осмонов А.Ж., Исмаилов Ф.Д., Сыдыков Б.У.|NO|http://kenesh.kg//uploads/media/default/0001/80/160323191829_16-03-2023 05-58 Голосование 21.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
629|О Регламенте Жогорку Кенеша Кыргызской Республики, выработанного согласительной группой, образованной постановлением Жогорку Кенеша Кыргызской Республики № 971-VII от 15 февраля 2023 года|О внесении изменений в Закон Кыргызской Республики||NO|NO|NO|http://kenesh.kg//uploads/media/default/0001/80/160323191848_16-03-2023 05-59 Голосование 22.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
630|О продлении срока работы временной депутатской комиссии о грубых нарушениях конституционных законов, законов, гарантии прав и свобод человека и гражданина Кыргызской Республики, образованной постановлением Жогорку Кенеша Кыргызской Республики от 29 декабря 2022 года № 821-VII|О проекте постановления Жогорку Кенеша|Empty|NO|NO|NO|http://kenesh.kg//uploads/media/default/0001/80/160323191859_16-03-2023 06-01 Голосование 23.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
631|Об утверждении кандидатур депутатов Жогорку Кенеша Кыргызской Республики в состав конкурсной комиссии по выбору внешнего аудитора Национального банка Кыргызской Республики на 2023, 2024 и 2025 годы|О проекте постановления Жогорку Кенеша|Empty|NO|NO|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323191912_16-03-2023 06-05 Голосование 25.pdf|http://kenesh.kg/ru/article/show/10430/zakonoproekti-rassmotrennie-16-marta-2023-goda-i-vnesennie-na-golosovanie
632|О Национальном архивном фонде Кыргызской Республики|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-12045/22 от 10.06.22|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185158_15-03-2023 10-34 Голосование 4.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
633|О беженцах|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-12774/22 от 17.06.22|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185211_15-03-2023 10-38 Голосование 5.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
634|О внесении изменений в некоторые законодательные акты Кыргызской Республики в связи с преобразованием Правительства Кыргызской Республики в Кабинет Министров Кыргызской Республики|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-18904/22 от 26.09.2022|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185245_15-03-2023 10-42 Голосование 6.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
635|О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере государственного социального страхования|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-21384/22 от 25.10.2022|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185315_15-03-2023 10-44 Голосование 7.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
636|О внесении изменения в Уголовный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на второе чтение|инициатор – депутат Ташиев Ш.К., Маткеримов А.Т., вх. № 6-23333/22 от 23.11.2022|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185332_15-03-2023 11-39 Голосование 8.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
637|О Государственной границе Кыргызской Республики и признании утратившими силу некоторых законодательных актов Кыргызской Республики|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-23754/22 от 29.11.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185352_15-03-2023 12-27 Голосование 11.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
638|О международной чрезвычайной помощи|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – депутаты Кадырбеков Н.К., Айжигитов С.А., Ашимова Д.А., Түмөнбаев А.Т., Абдибаева А.Н., Раимбачаева В.К., Икрамов Т.И., вх. № 6-24983/22 от 14.12.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185408_15-03-2023 12-56 Голосование 12.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
639|О всеобщей воинской обязанности граждан Кыргызской Республики, о военной и альтернативной службах|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-2064/23 от 09.02.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185457_15-03-2023 04-00 Голосование 14.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
640|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о сотрудничестве по организации производства автомобильной и коммерческой техники в Кыргызской Республике, подписанного 27 января 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-3527/23 от 07.03.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185519_15-03-2023 05-21 Голосование 18.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
641|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о сотрудничестве по организации производства автомобильной и коммерческой техники в Кыргызской Республике, подписанного 27 января 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-3527/23 от 07.03.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185534_15-03-2023 05-21 Голосование 19.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
642|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о сотрудничестве по организации производства автомобильной и коммерческой техники в Кыргызской Республике, подписанного 27 января 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-3527/23 от 07.03.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/160323185549_15-03-2023 05-22 Голосование 20.pdf|http://kenesh.kg/ru/article/show/10429/zakonoproekti-rassmotrennie-15-marta-2023-goda-i-vnesennie-na-golosovanie
643|Об отнесении некоторых населенных пунктов Баткенской, Джалал-Абадской, Ошской и Иссык-Кульской областей Кыргызской Республики к категории айыла (села)|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-25163/22 от 16.12.22|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152509_09-03-2023 12-22 Голосование 5.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
644|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в Административно-процессуальный кодекс, Гражданский процессуальный кодекс)|О проекте Закона|Empty|вносится на третье чтение|инициатор – Верховный суд Кыргызской Республики, вх. № 6-17368/22 от 06.09.22|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152532_09-03-2023 12-35 Голосование 6.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
645|О ценообразовании|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-9000/22 от 13.05.22|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152542_09-03-2023 12-53 Голосование 7.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
646|О продовольственной безопасности Кыргызской Республики», Об автомобильном транспорте»)»|4. О проекте Закона|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в законы Кыргызской Республики|NO|NO|NO|http://kenesh.kg//uploads/media/default/0001/80/100323152553_09-03-2023 12-56 Голосование 8.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
648|Об устойчивом развитии эколого-экономической системы Иссык-Куль», О залоге»)»|О проекте Закона|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в законы|на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10825/22 от 31.05.22|Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152624_09-03-2023 02-24 Голосование 10.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
649|О внесении изменений в некоторые законодательные акты Кыргызской Республики по вопросам домоуправления|О проекте Закона|Empty|вносится на первое чтение|инициатор – депутаты Бекешев Д.Д., Абиров Ж.Б., Айдарбеков Ч.А., Сурабалдиева Э.Ж., вх. № 6-20352/22 от 12.10.22|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152639_09-03-2023 03-14 Голосование 11.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
650|О защите банковских вкладов (депозитов)|О внесении изменения в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-1059/23 от 25.01.23|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152655_09-03-2023 03-23 Голосование 12.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
651|О внесении изменения в Уголовно-процессуальный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-1149/23 от 26.01.23|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152727_09-03-2023 04-44 Голосование 15.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
652|Об утверждении перечня депутатских групп дружбы Жогорку Кенеша Кыргызской Республики по сотрудничеству с парламентами зарубежных стран|О внесении изменений в постановление Жогорку Кенеша Кыргызской Республики от 19 ноября 2015 года № 31-VI|О проекте постановления Жогорку Кенеша|NO|NO|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/80/100323152738_09-03-2023 04-47 Голосование 16.pdf|http://kenesh.kg/ru/article/show/10383/zakonoproekti-rassmotrennie-9-marta-2023-goda-i-vnesennie-na-golosovanie
653|О гарантиях деятельности Президента Кыргызской Республики и статусе экс-президента Кыргызской Республики|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10257/22 от 25.05.2022|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/79/020323145523_02-03-2023 12-14 Голосование 4.pdf|http://kenesh.kg/ru/article/show/10330/zakonoproekti-rassmotrennie-2-marta-2023-goda-i-vnesennie-na-golosovanie
654|О судебно-экспертной деятельности|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-12445/22 от 15.06.22|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/79/020323145534_02-03-2023 12-16 Голосование 5.pdf|http://kenesh.kg/ru/article/show/10330/zakonoproekti-rassmotrennie-2-marta-2023-goda-i-vnesennie-na-golosovanie
655|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в Гражданский кодекс, Гражданский процессуальный кодекс, Административно-процессуальный кодекс)|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх.№ 6-9306/22 от 17.05.22|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/79/020323145550_02-03-2023 12-18 Голосование 6.pdf|http://kenesh.kg/ru/article/show/10330/zakonoproekti-rassmotrennie-2-marta-2023-goda-i-vnesennie-na-golosovanie
656|О порядке осуществления контрольных функций Жогорку Кенешем Кыргызской Республики|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – депутат Чойбеков Б.К., вх. № 6-23328/22 от 23.11.22|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/79/020323145602_02-03-2023 12-21 Голосование 7.pdf|http://kenesh.kg/ru/article/show/10330/zakonoproekti-rassmotrennie-2-marta-2023-goda-i-vnesennie-na-golosovanie
